Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.01  182221/288820157     camlPlparser__fun_16947 <cycle 2> [486]
                0.00    0.01  186610/288820157     camlPlparser__fun_19672 [174]
                0.01    0.01  193989/288820157     camlPlparser__fun_16372 <cycle 2> [307]
                0.01    0.01  217124/288820157     camlPlparser__fun_18279 <cycle 2> [462]
                0.01    0.01  217216/288820157     camlPlparser__fun_18272 <cycle 2> [413]
                0.01    0.01  237745/288820157     camlPlparser__fun_18043 <cycle 2> [397]
                0.01    0.01  245923/288820157     camlPlparser__fun_18026 <cycle 2> [308]
                0.01    0.01  257031/288820157     camlPlparser__fun_17946 <cycle 2> [330]
                0.01    0.01  257305/288820157     camlPlparser__fun_17963 <cycle 2> [438]
                0.01    0.01  257666/288820157     camlPlparser__fun_17984 <cycle 2> [392]
                0.01    0.01  257824/288820157     camlPlparser__fun_18005 <cycle 2> [389]
                0.01    0.01  259319/288820157     camlPlparser__fun_17895 <cycle 2> [353]
                0.01    0.01  260129/288820157     camlPlparser__fun_17912 <cycle 2> [350]
                0.01    0.01  262311/288820157     camlPlparser__fun_17929 <cycle 2> [349]
                0.01    0.01  321448/288820157     camlPlparser__fun_17627 <cycle 2> [358]
                0.01    0.01  346836/288820157     camlPlparser__fun_17666 <cycle 2> [332]
                0.01    0.01  352498/288820157     camlPlparser__fun_17604 <cycle 2> [372]
                0.01    0.01  357003/288820157     camlPlparser__fun_17578 <cycle 2> [354]
                0.01    0.01  357144/288820157     camlPlparser__fun_17591 <cycle 2> [393]
                0.01    0.02  371449/288820157     camlPlparser__fun_23524 <cycle 2> [351]
                0.01    0.02  371623/288820157     camlPlparser__fun_23018 <cycle 2> [285]
                0.01    0.02  373653/288820157     camlPlparser__fun_23014 <cycle 2> [395]
                0.01    0.02  376640/288820157     camlPlparser__fun_17644 <cycle 2> [244]
                0.01    0.02  383548/288820157     camlPlparser__fun_17608 <cycle 2> [283]
                0.01    0.02  385700/288820157     camlPlparser__fun_22743 <cycle 2> [309]
                0.01    0.02  398224/288820157     camlPlparser__fun_17653 <cycle 2> [261]
                0.01    0.02  401566/288820157     camlPlparser__fun_23006 <cycle 2> [348]
                0.01    0.02  411635/288820157     camlPlparser__fun_23010 <cycle 2> [312]
[125]    0.5    0.34    0.16 17694096         camlPlphelper__token_2545 <cycle 1> [125]
                0.16    0.00 17694096/224389539     caml_curry3_1 [46]
                             17694096             caml_apply2 <cycle 1> [19]
                             17694096             camlPlanck__Pbase__token_2450 <cycle 1> [20]
-----------------------------------------------
                             1413535             camlPlphelper__t_2476 <cycle 2> [45]
[126]    0.5    0.05    0.44 1413535         camlPlphelper__fun_2927 <cycle 2> [126]
                0.02    0.30 1413535/8468001     camlPlphelper__with_rhs_2448 [48]
                0.02    0.04  670156/12418767     camlHashtbl__find_1093 [69]
                0.03    0.00  670156/3196788     camlPlphelper__fun_2784 [228]
                0.01    0.00  670156/2148801     camlList__hd_1036 [371]
                0.01    0.00  743379/39562496     camlPlanck__Pbase__throw_2389 [139]
                0.01    0.00  743379/240100803     caml_curry2_1 [47]
                0.00    0.00      31/321462775     caml_debugger_cleanup_fork [1612]
                             1413535             camlPlphelper__fun_2778 <cycle 2> [77]
-----------------------------------------------
                              388580             camlPlparser__method_simple_exprX_9702 <cycle 1> [209]
[127]    0.4    0.19    0.28  388580         camlPlparser__method_simple_expr_nonleftrec_9700 <cycle 1> [127]
                0.13    0.00 14377460/224389539     caml_curry3_1 [46]
                0.03    0.06 1165740/1259045     caml_apply7 [253]
                0.02    0.00 1165740/3290273     camlCamlinternalOO__fun_1802 [327]
                0.02    0.00 2331480/176419008     caml_curry2 [67]
                0.01    0.00 1165740/3262219     camlPlphelper__fun_2849 [361]
                0.01    0.00 1165740/1259045     caml_curry8_6 [550]
                0.00    0.00     113/321462775     caml_debugger_cleanup_fork [1612]
                             15543200             caml_apply2 <cycle 1> [19]
                             2331480             camlPlphelper__token_2545 <cycle 1> [125]
                              777160             camlPlparser__method_expr_semi_list_9276 <cycle 1> [165]
                              388580             camlPlparser__method_field_expr_list_9298 <cycle 1> [238]
-----------------------------------------------
                                 695             camlLex__fun_4942 <cycle 2> [982]
                                4041             camlLex__fun_4778 <cycle 2> [256]
                                4197             camlLex__fun_4885 <cycle 2> [335]
                                4624             camlLex__fun_4085 <cycle 2> [1786]
                               42028             camlLex__string_internal_2699 <cycle 2> [216]
                              231317             camlLex__fun_4868 <cycle 2> [1042]
                              369116             camlLex__float_2650 <cycle 2> [431]
                              369821             camlPlanck__Pbase__bind_2260 <cycle 2> [58]
                              370206             camlLex__fun_4781 <cycle 2> [546]
                              737638             camlLex__fun_4954 <cycle 2> [130]
                             1237409             camlLex__fun_4759 <cycle 2> [121]
                             1475940             camlPlanck__Pbuffer__fun_3305 <cycle 2> [180]
                             1476464             camlPlanck__Pbuffer__fun_3325 <cycle 2> [282]
                             2952404             camlPlanck__Pbase__$3c$21$3e_2587 <cycle 2> [25]
[128]    0.4    0.34    0.13 9275900         camlPlanck__Pbuffer__matched_2779 <cycle 2> [128]
                0.07    0.00 9275900/57278385     camlPlanck__Pbase__stream_2395 [134]
                0.01    0.02  530306/288820157     caml_apply2 <cycle 1> [19]
                0.01    0.00  530306/4156535     camlPlanck__Pbase__return_2257 [251]
                0.01    0.00  581582/231536836     caml_curry3_2 [40]
                0.00    0.00  555517/240100803     caml_curry2_1 [47]
                0.00    0.00   61370/626821      camlPlanck__Pbase__fun_2958 [1620]
                0.00    0.00   23530/565451      camlPlanck__Pbase__fun_2963 [1621]
                0.00    0.00   12140/24186       camlPlanck__Pbase__fun_2929 [1693]
                0.00    0.00      11/321462775     caml_debugger_cleanup_fork [1612]
                             9275900             camlPlanck__Pbuffer__bytes_2733 <cycle 2> [145]
                             1846285             camlLex__fun_4007 <cycle 2> [159]
                             1476464             camlLex__fun_4014 <cycle 2> [274]
                             1475940             camlLex__fun_4012 <cycle 2> [265]
                             1475940             camlLex__fun_4010 <cycle 2> [260]
                              802126             camlLex__fun_4183 <cycle 2> [279]
                              555944             camlPlanck__Pbase__bind_2260 <cycle 2> [58]
                              440019             camlLex__fun_4188 <cycle 2> [517]
                              370206             camlLex__fun_4789 <cycle 2> [290]
                              369116             camlLex__fun_4020 <cycle 2> [236]
                              231317             camlLex__fun_4878 <cycle 2> [377]
                              223794             camlLex__fun_5136 <cycle 2> [344]
                              222957             camlLex__fun_5144 <cycle 2> [337]
                              126760             camlLex__fun_5172 <cycle 2> [352]
                               66800             camlLex__fun_5210 <cycle 2> [531]
                               64411             camlLex__fun_5218 <cycle 2> [504]
                               61370             camlPlanck__Pbase__aux_2506 <cycle 2> [345]
                               25638             camlPlanck__Pbase__$3c$7c$3e_2574 <cycle 2> [31]
                               25211             camlPlanck__Pbase__$3f$2b_2520 <cycle 2> [243]
                               12140             camlPlanck__Pbase__option__2473 <cycle 2> [541]
                               12100             camlLex__fun_5271 <cycle 2> [687]
                                9354             camlLex__fun_5284 <cycle 2> [690]
                                5028             camlLex__fun_5292 <cycle 2> [734]
                                3060             camlLex__fun_5305 <cycle 2> [591]
                                3060             camlLex__fun_5300 <cycle 2> [785]
                                 314             camlLex__fun_5310 <cycle 2> [754]
-----------------------------------------------
                0.02    0.44 3040846/3040846     camlPlphelper__t_2476 <cycle 2> [45]
[129]    0.4    0.02    0.44 3040846         camlPlphelper__fold_2468 [129]
                0.16    0.28 4364280/12418767     camlHashtbl__find_1093 [69]
                0.00    0.00      70/321462775     caml_debugger_cleanup_fork [1612]
-----------------------------------------------
                              223794             camlPlanck__Pbase__$3c$7c$3e_2574 <cycle 2> [31]
[130]    0.4    0.19    0.27  223794         camlLex__fun_4954 <cycle 2> [130]
                0.03    0.09 2002207/10514216     caml_notequal [111]
                0.02    0.03  749073/288820157     caml_apply2 <cycle 1> [19]
                0.02    0.03  749073/288820157     camlPlanck__Pbase__token_2450 <cycle 1> [20]
                0.01    0.00   19366/19366       camlLex__fun_5177 [536]
                0.01    0.00  223480/744509      camlLex__return_with_pos_2957 [403]
                0.01    0.00  749073/231536836     caml_curry3_2 [40]
                0.01    0.00  932127/240100803     caml_curry2_1 [47]
                0.01    0.00  711393/39562496     camlPlanck__Pbase__throw_2389 [139]
                0.01    0.00  749073/224389539     caml_curry3_1 [46]
                0.00    0.00  220734/176419008     caml_curry2 [67]
                0.00    0.00   30126/30126       camlLex__fun_5149 [716]
                0.00    0.00  223794/109036156     camlPlanck__Sbuffer__position_of_buf_1086 [142]
                0.00    0.00   34327/34327       camlLex__fun_5223 [780]
                0.00    0.00    4326/4326        camlLex__fun_5289 [1024]
                0.00    0.00    2389/2389        camlLex__fun_5215 [1037]
                0.00    0.00    1968/1968        camlLex__fun_5297 [1112]
                0.00    0.00     837/837         camlLex__fun_5141 [1151]
                0.00    0.00     879/879         camlLex__fun_5276 [1213]
                0.00    0.00 2002213/321462775     caml_debugger_cleanup_fork [1612]
                0.00    0.00   27897/103107      camlPlanck__Pbuffer__fun_3257 [1654]
                              749073             camlPlanck__Pbase__$3c$3f$3e_2399 <cycle 2> [29]
                              739290             camlPlanck__Pbuffer__string_2768 <cycle 2> [14]
                              737638             camlPlanck__Pbuffer__matched_2779 <cycle 2> [128]
                              223794             camlPlanck__Stream__position_1140 <cycle 2> [30]
                               97278             camlPlanck__Pbuffer__fun_3264 <cycle 2> [379]
-----------------------------------------------
                0.00    0.00      16/17694112     camlList__map_1062 <cycle 4> [199]
                0.28    0.18 17694096/17694112     camlPlanck__Pbase__token_2450 <cycle 1> [20]
[131]    0.4    0.28    0.18 17694112         camlToken__show_2416 [131]
                0.18    0.00 17694112/17694112     camlToken__sexp_of_t_2380 [189]
-----------------------------------------------
                0.01    0.02  551585/10667675     camlPlanck__Sbuffer__finish_1234 [266]
                0.10    0.32 10116090/10667675     camlPlanck__Sbuffer__substr_1210 <cycle 2> [38]
[132]    0.4    0.11    0.33 10667675         camlPlanck__Sbuffer__fold_1190 [132]
                0.24    0.00 22989511/37711962     camlPlanck__Position__add_columns_1215 [140]
                0.09    0.00 23643452/38961874     camlPlanck__Sbuffer__advance_char_1184 [202]
                0.01    0.00  653941/1249912     camlPlanck__Position__add_newlines_1212 [551]
-----------------------------------------------
                0.00    0.00       2/47234941     camlFilename__entry [749]
                0.00    0.00       6/47234941     camlParsertest__entry [4]
                0.00    0.00    3239/47234941     camlFormat__pp_flush_queue_1351 [863]
                0.00    0.00    4860/47234941     camlFormat__cont_t_1628 [603]
                0.00    0.00    5663/47234941     camlParsertest__fun_3303 [7]
                0.00    0.00   19767/47234941     camlPlparser__fun_11340 [481]
                0.00    0.00   83429/47234941     camlFormat__format_pp_token_1227 [664]
                0.00    0.00   84034/47234941     camlPlanck__Pbase__one_of_2453 [190]
                0.00    0.00  173723/47234941     camlList__map_1062 <cycle 4> [199]
                0.00    0.00  369116/47234941     camlLex__with_pos_2951 <cycle 2> [289]
                0.00    0.00  369116/47234941     camlLex__int_2615 <cycle 2> [373]
                0.00    0.00  369116/47234941     camlLex__int32_2655 <cycle 2> [294]
                0.00    0.00  369116/47234941     camlLex__int64_2667 <cycle 2> [287]
                0.00    0.00  369116/47234941     camlLex__nativeint_2679 <cycle 2> [318]
                0.01    0.00  627346/47234941     camlPlanck__Pbuffer__fun_3264 <cycle 2> [379]
                0.01    0.00 1107348/47234941     camlPlanck__Pbuffer__fun_3305 <cycle 2> [180]
                0.04    0.00 4649519/47234941     camlCamlinternalLazy__force_lazy_block_1032 <cycle 2> [115]
                0.09    0.00 9387382/47234941     camlPlanck__Pbuffer__fun_3252 [16]
                0.09    0.00 9481137/47234941     camlPrintf__scan_fmt_1144 [94]
                0.09    0.00 9490489/47234941     camlPlanck__Pbuffer__prefix_2738 <cycle 2> [116]
                0.10    0.00 10271417/47234941     camlPlanck__Pbase__token_2450 <cycle 1> [20]
[133]    0.4    0.44    0.00 47234941         caml_apply3 [133]
                0.00    0.00   86668/20043531     caml_curry4_2 [166]
                0.00    0.00   86670/9592601     caml_curry4_1 [240]
                0.00    0.00       2/9505936     caml_curry4 [211]
-----------------------------------------------
                0.00    0.00    2516/57278385     camlLex__fun_4885 <cycle 2> [335]
                0.00    0.00   49109/57278385     camlPlanck__Pbuffer__fun_3305 <cycle 2> [180]
                0.00    0.00   60793/57278385     camlPlanck__Pbuffer__fun_3325 <cycle 2> [282]
                0.00    0.00  551585/57278385     camlPlanck__Pbuffer__takeWhile_2752 <cycle 2> [284]
                0.07    0.00 9275900/57278385     camlPlanck__Pbuffer__matched_2779 <cycle 2> [128]
                0.07    0.00 9490489/57278385     camlPlanck__Pbuffer__prefix_2738 <cycle 2> [116]
                0.07    0.00 9903246/57278385     camlPlanck__Pbuffer__bytes_2733 <cycle 2> [145]
                0.21    0.00 27944747/57278385     camlToken__last_position_2971 <cycle 2> [85]
[134]    0.4    0.43    0.00 57278385         camlPlanck__Pbase__stream_2395 [134]
                0.00    0.00    1093/321462775     caml_debugger_cleanup_fork [1612]
-----------------------------------------------
                0.00    0.00    3239/20043529     camlFormat__pp_flush_queue_1351 [863]
                0.00    0.00   19767/20043529     camlPlphelper__fun_2798 [119]
                0.00    0.00   20538/20043529     camlList__fold_left_1078 [492]
                0.00    0.00   83429/20043529     camlFormat__format_pp_token_1227 [664]
                0.00    0.00   84034/20043529     camlPlanck__Pbase__one_of_2453 [190]
                0.00    0.00  173723/20043529     camlList__map_1062 <cycle 4> [199]
                0.20    0.00 9387382/20043529     camlPlanck__Pbuffer__fun_3252 [16]
                0.22    0.00 10271417/20043529     camlPlanck__Pbase__token_2450 <cycle 1> [20]
[135]    0.4    0.43    0.00 20043529         caml_curry4_3 [135]
-----------------------------------------------
                0.02    0.38  416342/416342      camlPlphelper__rule_2461 [39]
[136]    0.4    0.02    0.38  416342         camlPlparser__fun_22441 [136]
                0.13    0.21 4996104/288820157     caml_apply2 <cycle 1> [19]
                0.05    0.00 4996104/224389539     caml_curry3_1 [46]
-----------------------------------------------
                0.07    0.33 3040846/3040846     camlXlocation__calc_symbol_rloc_3152 [104]
[137]    0.4    0.07    0.33 3040846         camlList__find_1207 [137]
                0.08    0.25 4364280/4364280     camlXlocation__fun_3312 [147]
                0.00    0.00      60/321462775     caml_debugger_cleanup_fork [1612]
-----------------------------------------------
                0.00    0.00    2172/6976315     camlHashtbl__mem_in_bucket_1125 [947]
                0.00    0.00    3004/6976315     camlCamlinternalOO__compare_1139 [918]
                0.00    0.00    3264/6976315     camlCamlinternalOO__compare_1143 [903]
                0.00    0.01  125405/6976315     camlList__assoc_1169 [478]
                0.00    0.01  130571/6976315     camlHashtbl__replace_bucket_1116 [291]
                0.08    0.30 6711899/6976315     camlHashtbl__find_1093 [69]
[138]    0.4    0.08    0.31 6976315         caml_compare [138]
                0.31    0.00 6976315/107947473     compare_val [27]
-----------------------------------------------
                0.00    0.00       2/39562496     camlPlparser__fun_21867 <cycle 2> [1109]
                0.00    0.00       2/39562496     camlPlparser__fun_17627 <cycle 2> [358]
                0.00    0.00       3/39562496     camlPlparser__fun_21641 <cycle 2> [899]
                0.00    0.00       4/39562496     camlPlparser__fun_15233 <cycle 2> [893]
                0.00    0.00       5/39562496     camlPlparser__fun_21953 <cycle 2> [1274]
                0.00    0.00       8/39562496     camlPlparser__fun_14788 <cycle 2> [1233]
                0.00    0.00      10/39562496     camlPlparser__fun_22007 <cycle 2> [960]
                0.00    0.00      10/39562496     camlPlparser__fun_21946 <cycle 2> [965]
                0.00    0.00      10/39562496     camlPlparser__fun_20016 <cycle 2> [1075]
                0.00    0.00      10/39562496     camlPlparser__fun_20007 <cycle 2> [875]
                0.00    0.00      11/39562496     camlPlparser__fun_15103 <cycle 2> [1228]
                0.00    0.00      15/39562496     camlPlparser__fun_15094 <cycle 2> [1015]
                0.00    0.00      29/39562496     camlPlparser__fun_14647 <cycle 2> [688]
                0.00    0.00      29/39562496     camlPlparser__fun_14640 <cycle 2> [700]
                0.00    0.00      50/39562496     camlPlparser__fun_23368 <cycle 2> [1005]
                0.00    0.00      60/39562496     camlPlparser__fun_14406 <cycle 2> [1023]
                0.00    0.00      72/39562496     camlPlparser__fun_19046 <cycle 2> [594]
                0.00    0.00      89/39562496     camlPlparser__fun_14397 <cycle 2> [777]
                0.00    0.00      94/39562496     camlPlparser__fun_20866 <cycle 2> [625]
                0.00    0.00      94/39562496     camlPlparser__fun_20828 <cycle 2> [722]
                0.00    0.00     126/39562496     camlPlparser__fun_18956 <cycle 2> [666]
                0.00    0.00     345/39562496     camlPlparser__fun_13024 <cycle 2> [626]
                0.00    0.00     455/39562496     camlPlparser__fun_20455 <cycle 2> [748]
                0.00    0.00     482/39562496     camlPlparser__fun_21628 <cycle 2> [678]
                0.00    0.00     643/39562496     camlPlparser__fun_12296 <cycle 2> [460]
                0.00    0.00     702/39562496     camlPlparser__fun_15724 <cycle 2> [380]
                0.00    0.00     761/39562496     camlPlparser__fun_12181 <cycle 2> [769]
                0.00    0.00     788/39562496     camlPlparser__fun_18696 <cycle 2> [642]
                0.00    0.00     903/39562496     camlPlparser__fun_21193 <cycle 2> [583]
                0.00    0.00     903/39562496     camlPlparser__fun_21186 <cycle 2> [580]
                0.00    0.00     903/39562496     camlPlparser__fun_20428 <cycle 2> [725]
                0.00    0.00     903/39562496     camlPlparser__fun_20419 <cycle 2> [720]
                0.00    0.00     903/39562496     camlPlparser__fun_21267 <cycle 2> [429]
                0.00    0.00     910/39562496     camlPlparser__fun_19792 <cycle 2> [465]
                0.00    0.00     910/39562496     camlPlparser__fun_19918 <cycle 2> [732]
                0.00    0.00     911/39562496     camlPlparser__fun_22221 <cycle 2> [503]
                0.00    0.00    1020/39562496     camlPlparser__fun_19811 <cycle 2> [424]
                0.00    0.00    1020/39562496     camlPlparser__fun_19768 <cycle 2> [418]
                0.00    0.00    1303/39562496     camlPlparser__fun_18406 <cycle 2> [409]
                0.00    0.00    1391/39562496     camlPlparser__fun_20554 <cycle 2> [730]
                0.00    0.00    1393/39562496     camlPlparser__fun_21346 <cycle 2> [473]
                0.00    0.00    1602/39562496     camlPlparser__fun_17946 <cycle 2> [330]
                0.00    0.00    1704/39562496     camlPlparser__fun_21120 <cycle 2> [715]
                0.00    0.00    1930/39562496     camlPlparser__fun_19232 <cycle 2> [356]
                0.00    0.00    1964/39562496     camlPlparser__fun_12281 <cycle 2> [599]
                0.00    0.00    3301/39562496     camlPlparser__fun_17653 <cycle 2> [261]
                0.00    0.00    4295/39562496     camlPlparser__fun_22743 <cycle 2> [309]
                0.00    0.00    5011/39562496     camlPlparser__fun_21520 <cycle 2> [474]
                0.00    0.00    6471/39562496     camlPlparser__fun_15537 <cycle 2> [233]
                0.00    0.00    6543/39562496     camlPlparser__fun_16043 <cycle 2> [217]
                0.00    0.00    6546/39562496     camlPlparser__fun_16537 <cycle 2> [191]
                0.00    0.00    8120/39562496     camlPlparser__fun_19368 <cycle 2> [311]
                0.00    0.00    8822/39562496     camlPlparser__fun_19854 <cycle 2> [286]
                0.00    0.00   13683/39562496     camlPlparser__fun_23070 <cycle 2> [526]
                0.00    0.00   21627/39562496     camlPlparser__fun_21705 <cycle 2> [468]
                0.00    0.00   24406/39562496     camlPlparser__fun_18477 <cycle 2> [469]
                0.00    0.00   28995/39562496     camlPlparser__fun_17644 <cycle 2> [244]
                0.00    0.00   44517/39562496     camlPlparser__fun_23122 <cycle 2> [378]
                0.00    0.00   52772/39562496     camlPlparser__fun_18093 <cycle 2> [272]
                0.00    0.00   67872/39562496     camlPlparser__fun_22683 <cycle 2> [317]
                0.00    0.00   67872/39562496     camlPlparser__fun_19847 <cycle 2> [316]
                0.00    0.00   69676/39562496     camlPlparser__fun_19840 <cycle 2> [315]
                0.00    0.00   69757/39562496     camlPlparser__fun_19833 <cycle 2> [278]
                0.00    0.00   72515/39562496     camlPlparser__fun_19342 <cycle 2> [292]
                0.00    0.00   72588/39562496     camlPlparser__fun_19325 <cycle 2> [281]
                0.00    0.00   74037/39562496     camlPlparser__fun_18073 <cycle 2> [246]
                0.00    0.00   76477/39562496     camlPlparser__fun_16510 <cycle 2> [235]
                0.00    0.00  126525/39562496     camlPlparser__fun_18159 <cycle 2> [194]
                0.00    0.00  133463/39562496     camlPlparser__fun_16501 <cycle 2> [257]
                0.00    0.00  133845/39562496     camlPlparser__fun_16492 <cycle 2> [242]
                0.00    0.00  133928/39562496     camlPlparser__fun_16528 <cycle 2> [213]
                0.00    0.00  134180/39562496     camlPlparser__fun_16519 <cycle 2> [200]
                0.00    0.00  152508/39562496     camlPlparser__fun_17377 <cycle 2> [154]
                0.00    0.00  152510/39562496     camlPlparser__fun_17719 <cycle 2> [237]
                0.00    0.00  153141/39562496     camlPlparser__fun_17710 <cycle 2> [225]
                0.00    0.00  159912/39562496     camlPlparser__fun_22922 <cycle 2> [164]
                0.00    0.00  164270/39562496     camlPlparser__fun_17701 <cycle 2> [162]
                0.00    0.00  216369/39562496     camlPlparser__fun_18152 <cycle 2> [192]
                0.00    0.00  231317/39562496     camlLex__fun_4857 <cycle 2> [619]
                0.00    0.00  289792/39562496     camlPlparser__fun_22915 <cycle 2> [157]
                0.00    0.00  292141/39562496     camlLex__fun_4830 <cycle 2> [490]
                0.00    0.00  316035/39562496     camlPlparser__fun_17692 <cycle 2> [160]
                0.00    0.00  321107/39562496     camlPlparser__fun_23022 <cycle 2> [161]
                0.00    0.00  362333/39562496     camlPlparser__fun_17559 <cycle 2> [149]
                0.01    0.00  673580/39562496     camlLex__fun_4794 <cycle 2> [310]
                0.01    0.00  711393/39562496     camlLex__fun_4954 <cycle 2> [130]
                0.01    0.00  743379/39562496     camlPlphelper__fun_2927 <cycle 2> [126]
                0.01    0.00  746531/39562496     camlPlanck__Pbase__option_2466 <cycle 2> [143]
                0.01    0.00 1102841/39562496     camlLex__fun_4169 <cycle 2> [357]
                0.01    0.00 1102925/39562496     camlLex__fun_4150 <cycle 2> [322]
                0.01    0.00 1103503/39562496     camlPlanck__Pbase__bind_2260 <cycle 2> [58]
                0.01    0.00 1395675/39562496     camlLex__comment_2832 <cycle 2> [262]
                0.01    0.00 1413535/39562496     camlPlanck__Pbase__result_2479 <cycle 2> [35]
                0.03    0.00 3165454/39562496     camlPlanck__Smemo__memoize_1117 <cycle 2> [54]
                0.06    0.00 6129288/39562496     camlPlanck__Pbase__$3c$21$3e_2587 <cycle 2> [25]
                0.17    0.00 16969631/39562496     camlPlanck__Pbase__$3c$7c$3e_2574 <cycle 2> [31]
[139]    0.4    0.39    0.00 39562496         camlPlanck__Pbase__throw_2389 [139]
                0.00    0.00     299/321462775     caml_debugger_cleanup_fork [1612]
-----------------------------------------------
                0.15    0.00 14722451/37711962     camlPlanck__Sbuffer__create_1194 <cycle 2> [120]
                0.24    0.00 22989511/37711962     camlPlanck__Sbuffer__fold_1190 [132]
[140]    0.4    0.39    0.00 37711962         camlPlanck__Position__add_columns_1215 [140]
                0.00    0.00     652/321462775     caml_debugger_cleanup_fork [1612]
-----------------------------------------------
                             1091513             caml_apply2 <cycle 1> [19]
[141]    0.3    0.09    0.27 1091513         camlPlparser__method_mod_longident_8133 <cycle 1> [141]
                0.04    0.20 1091513/3262219     camlPlphelper__leftrec_2505 [99]
                0.02    0.00 1091513/3290273     camlCamlinternalOO__fun_1802 [327]
                0.01    0.00 1091513/224389539     caml_curry3_1 [46]
                0.01    0.00 1091513/176419008     caml_curry2 [67]
                             1091513             caml_apply2 <cycle 1> [19]
-----------------------------------------------
                0.00    0.00     430/109036156     camlLex__fun_4091 <cycle 2> [737]
                0.00    0.00    1606/109036156     camlPlanck__Pbase__take_2376 <cycle 2> [105]
                0.00    0.00  154623/109036156     camlLex__fun_4064 <cycle 2> [184]
                0.00    0.00  196109/109036156     camlLex__string_internal_2699 <cycle 2> [216]
                0.00    0.00  223794/109036156     camlLex__fun_4954 <cycle 2> [130]
                0.00    0.00  356976/109036156     camlLex__fun_4794 <cycle 2> [310]
                0.00    0.00 1340120/109036156     camlLex__fun_4759 <cycle 2> [121]
                0.01    0.00 2463171/109036156     camlPlanck__Pbase__eos_2397 <cycle 2> [336]
                0.06    0.00 17676950/109036156     camlPlanck__Pbase__$3c$21$3e_2587 <cycle 2> [25]
                0.06    0.00 18799459/109036156     camlPlanck__Pbase__$3c$7c$3e_2574 <cycle 2> [31]
                0.08    0.00 24086705/109036156     camlPlanck__Pbase__error_2386 <cycle 2> [91]
                0.14    0.00 43736213/109036156     camlPlanck__Pbase__position_2384 <cycle 2> [52]
[142]    0.3    0.36    0.00 109036156         camlPlanck__Sbuffer__position_of_buf_1086 [142]
-----------------------------------------------
                                   1             camlPlparser__fun_21560 <cycle 2> [540]
                                   1             camlPlparser__fun_21551 <cycle 2> [934]
                                   5             camlPlparser__fun_21587 <cycle 2> [932]
                                  44             camlPlparser__fun_21017 <cycle 2> [1273]
                                  90             camlPlparser__fun_14519 <cycle 2> [851]
                                  93             camlPlparser__fun_13944 <cycle 2> [958]
                                 118             camlPlparser__fun_23257 <cycle 2> [995]
                                 134             camlPlparser__fun_22007 <cycle 2> [960]
                                 455             camlPlparser__fun_20462 <cycle 2> [795]
                                 823             camlPlparser__fun_20455 <cycle 2> [748]
                                1091             camlPlparser__fun_18924 <cycle 2> [742]
                                1114             camlPlparser__fun_20118 <cycle 2> [949]
                                2075             camlPlparser__fun_19141 <cycle 2> [602]
                                2516             camlLex__fun_4885 <cycle 2> [335]
                                2695             camlPlparser__fun_18956 <cycle 2> [666]
                                3658             camlPlanck__Pbase__bind_2260 <cycle 2> [58]
                                5086             camlPlparser__fun_16357 <cycle 2> [394]
                               12363             camlPlparser__fun_15537 <cycle 2> [233]
                               17234             camlPlparser__fun_22221 <cycle 2> [503]
                               50429             camlPlparser__fun_19232 <cycle 2> [356]
                              127382             camlPlparser__fun_16537 <cycle 2> [191]
                              138712             camlPlparser__fun_16043 <cycle 2> [217]
                              791510             camlPlphelper__loop_2518 <cycle 2> [197]
[143]    0.3    0.04    0.32 1157629         camlPlanck__Pbase__option_2466 <cycle 2> [143]
                0.01    0.20  955569/8468001     camlPlphelper__with_rhs_2448 [48]
                0.00    0.06  164059/6262956     camlPlphelper__rule_2461 [39]
                0.01    0.00  955569/231536836     caml_curry3_2 [40]
                0.01    0.00  209038/3196788     camlPlphelper__fun_2784 [228]
                0.01    0.00  746531/39562496     camlPlanck__Pbase__throw_2389 [139]
                0.01    0.00  751511/240100803     caml_curry2_1 [47]
                0.00    0.00   23016/288820157     caml_apply2 <cycle 1> [19]
                0.00    0.00      66/1110038     camlPlphelper__fun_2951 [1616]
                0.00    0.00       3/321462775     caml_debugger_cleanup_fork [1612]
                              955569             camlPlphelper__fun_2778 <cycle 2> [77]
                              138712             camlPlparser__fun_16054 <cycle 2> [519]
                               50429             camlPlparser__fun_19243 <cycle 2> [620]
                               17234             camlPlparser__fun_22229 <cycle 2> [703]
                                5086             camlPlparser__fun_16366 <cycle 2> [796]
                                4980             camlPlphelper__with_position_2535 <cycle 2> [71]
                                2695             camlPlparser__fun_18965 <cycle 2> [539]
                                2516             camlLex__fun_4905 <cycle 2> [731]
                                2075             camlPlparser__fun_19148 <cycle 2> [913]
                                1091             camlPlparser__fun_18933 <cycle 2> [993]
                                 134             camlPlparser__fun_22015 <cycle 2> [996]
                                 118             camlPlparser__fun_23264 <cycle 2> [1245]
                                   5             camlPlparser__fun_21598 <cycle 2> [1324]
                                   1             camlPlparser__fun_21575 <cycle 2> [1552]
-----------------------------------------------
                                                 <spontaneous>
[144]    0.3    0.35    0.00                 camlSexplib__Pre_sexp__is_special_char_1109 [144]
-----------------------------------------------
                              627346             camlPlanck__Pbuffer__fun_3264 <cycle 2> [379]
